,open,close,close_open
385,2022-11-10 19:23:09,2022-11-11 03:27:39,0 days 08:04:30
386,2022-11-11 18:15:05,2022-11-11 18:36:58,0 days 00:21:53
387,2022-11-11 18:43:49,2022-11-12 03:19:25,0 days 08:35:36
388,2022-11-12 14:33:23,2022-11-13 02:48:51,0 days 12:15:28
389,2022-11-13 14:45:36,2022-11-13 18:38:37,0 days 03:53:01
390,2022-11-13 19:30:05,2022-11-14 01:08:11,0 days 05:38:06
391,2022-11-14 14:37:50,2022-11-14 17:42:52,0 days 03:05:02
392,2022-11-14 17:51:58,2022-11-14 19:32:39,0 days 01:40:41
393,2022-11-14 19:51:40,2022-11-14 20:11:43,0 days 00:20:03
394,2022-11-14 21:38:58,2022-11-15 03:03:38,0 days 05:24:40
395,2022-11-15 13:44:09,2022-11-16 02:41:31,0 days 12:57:22
396,2022-11-17 14:54:17,2022-11-17 23:11:21,0 days 08:17:04
397,2022-11-18 16:22:25,2022-11-18 17:50:54,0 days 01:28:29
398,2022-11-18 18:27:21,2022-11-19 01:37:56,0 days 07:10:35
399,2022-11-19 14:48:51,2022-11-19 15:14:45,0 days 00:25:54
400,2022-11-22 12:59:22,2022-11-23 02:26:02,0 days 13:26:40
401,2022-11-23 13:17:46,2022-11-23 16:36:42,0 days 03:18:56
402,2022-11-23 16:48:48,2022-11-23 18:17:29,0 days 01:28:41
403,2022-11-23 18:53:24,2022-11-24 00:43:21,0 days 05:49:57
404,2022-11-24 13:43:41,2022-11-24 17:54:10,0 days 04:10:29
405,2022-11-25 14:17:17,2022-11-25 18:17:44,0 days 04:00:27
406,2022-11-28 20:45:00,2022-11-29 03:25:37,0 days 06:40:37
407,2022-11-29 17:44:52,2022-11-29 23:32:30,0 days 05:47:38
408,2022-11-30 13:11:34,2022-12-01 04:21:00,0 days 15:09:26
409,2022-12-01 14:30:20,2022-12-02 03:32:21,0 days 13:02:01
410,2022-12-06 13:01:47,2022-12-07 03:57:58,0 days 14:56:11
411,2022-12-07 13:57:09,2022-12-08 03:39:14,0 days 13:42:05
412,2022-12-08 14:14:57,2022-12-09 02:32:53,0 days 12:17:56
413,2022-12-09 13:33:04,2022-12-10 03:40:31,0 days 14:07:27
414,2022-12-10 13:33:12,2022-12-11 00:00:52,0 days 10:27:40
415,2022-12-11 17:45:41,2022-12-12 03:34:29,0 days 09:48:48
416,2022-12-12 14:17:56,2022-12-12 17:09:39,0 days 02:51:43
417,2022-12-12 20:09:03,2022-12-12 23:50:17,0 days 03:41:14
418,2022-12-13 17:54:22,2022-12-13 18:37:42,0 days 00:43:20
419,2022-12-13 21:21:44,2022-12-13 22:43:07,0 days 01:21:23
420,2022-12-14 19:34:10,2022-12-14 21:04:26,0 days 01:30:16
421,2022-12-15 13:49:41,2022-12-15 18:30:42,0 days 04:41:01
422,2022-12-16 14:11:08,2022-12-16 15:11:09,0 days 01:00:01
423,2022-12-16 16:33:45,2022-12-16 21:37:14,0 days 05:03:29
424,2022-12-16 21:43:25,2022-12-17 02:02:42,0 days 04:19:17
425,2022-12-17 14:21:52,2022-12-18 03:41:46,0 days 13:19:54
426,2022-12-18 14:36:02,2022-12-19 00:37:54,0 days 10:01:52
427,2022-12-20 13:22:33,2022-12-20 13:50:33,0 days 00:28:00
428,2022-12-20 14:02:35,2022-12-21 03:37:25,0 days 13:34:50
429,2022-12-21 16:12:38,2022-12-21 16:47:02,0 days 00:34:24
430,2022-12-21 17:56:19,2022-12-21 22:35:05,0 days 04:38:46
431,2022-12-22 13:03:10,2022-12-23 03:38:30,0 days 14:35:20
432,2022-12-23 13:38:24,2022-12-24 03:16:42,0 days 13:38:18
433,2022-12-24 13:50:57,2022-12-25 03:53:57,0 days 14:03:00
434,2022-12-25 13:38:36,2022-12-26 03:15:36,0 days 13:37:00
435,2022-12-26 16:32:38,2022-12-26 19:54:50,0 days 03:22:12
436,2022-12-27 12:18:21,2022-12-27 20:59:25,0 days 08:41:04
437,2022-12-29 14:10:19,2022-12-29 21:06:43,0 days 06:56:24
438,2022-12-29 21:35:26,2022-12-30 01:43:06,0 days 04:07:40
439,2022-12-30 13:38:39,2022-12-31 03:25:08,0 days 13:46:29
440,2022-12-31 14:31:57,2023-01-01 03:04:30,0 days 12:32:33
441,2023-01-01 17:35:15,2023-01-01 18:44:37,0 days 01:09:22
442,2023-01-01 22:58:05,2023-01-01 23:04:14,0 days 00:06:09
443,2023-01-02 13:19:39,2023-01-02 19:19:31,0 days 05:59:52
444,2023-01-02 21:40:32,2023-01-03 03:04:45,0 days 05:24:13
445,2023-01-03 13:13:28,2023-01-04 03:48:49,0 days 14:35:21
446,2023-01-04 14:12:17,2023-01-04 16:19:33,0 days 02:07:16
447,2023-01-05 13:26:52,2023-01-05 21:14:02,0 days 07:47:10
448,2023-01-06 21:21:34,2023-01-06 23:10:59,0 days 01:49:25
449,2023-01-08 16:05:46,2023-01-08 20:56:18,0 days 04:50:32
450,2023-01-08 22:28:46,2023-01-09 04:34:37,0 days 06:05:51
451,2023-01-09 13:24:27,2023-01-10 04:03:02,0 days 14:38:35
452,2023-01-10 13:49:06,2023-01-11 04:13:02,0 days 14:23:56
453,2023-01-11 13:22:34,2023-01-12 03:58:16,0 days 14:35:42
454,2023-01-12 13:08:04,2023-01-13 03:55:36,0 days 14:47:32
455,2023-01-13 13:09:52,2023-01-14 03:59:05,0 days 14:49:13
456,2023-01-14 13:48:36,2023-01-15 03:54:08,0 days 14:05:32
457,2023-01-15 14:09:09,2023-01-16 04:33:44,0 days 14:24:35
458,2023-01-16 13:44:40,2023-01-17 03:52:52,0 days 14:08:12
459,2023-01-17 14:05:15,2023-01-18 03:48:04,0 days 13:42:49
460,2023-01-18 13:54:32,2023-01-19 03:50:16,0 days 13:55:44
461,2023-01-19 14:11:06,2023-01-20 03:32:16,0 days 13:21:10
462,2023-01-20 14:10:03,2023-01-20 14:53:24,0 days 00:43:21
463,2023-01-20 15:00:25,2023-01-20 15:12:41,0 days 00:12:16
464,2023-01-20 15:33:31,2023-01-20 15:39:33,0 days 00:06:02
465,2023-01-20 16:42:30,2023-01-21 04:06:29,0 days 11:23:59
466,2023-01-21 14:08:33,2023-01-22 03:54:25,0 days 13:45:52
467,2023-01-22 13:58:55,2023-01-23 03:54:44,0 days 13:55:49
468,2023-01-23 14:10:20,2023-01-24 04:08:56,0 days 13:58:36
469,2023-01-24 13:11:00,2023-01-25 03:51:21,0 days 14:40:21
470,2023-01-25 14:12:25,2023-01-26 03:57:50,0 days 13:45:25
471,2023-01-26 13:52:28,2023-01-27 04:29:24,0 days 14:36:56
472,2023-01-27 14:41:31,2023-01-28 03:56:58,0 days 13:15:27
473,2023-01-29 22:29:54,2023-01-30 01:39:42,0 days 03:09:48
474,2023-01-30 22:59:55,2023-01-30 23:40:35,0 days 00:40:40
475,2023-01-31 00:09:27,2023-01-31 03:41:49,0 days 03:32:22
476,2023-01-31 14:03:20,2023-01-31 22:21:43,0 days 08:18:23
477,2023-01-31 23:51:56,2023-02-01 00:33:44,0 days 00:41:48
478,2023-02-01 18:17:01,2023-02-02 00:36:09,0 days 06:19:08
479,2023-02-03 13:17:50,2023-02-03 14:32:18,0 days 01:14:28
480,2023-02-03 18:57:35,2023-02-04 03:07:58,0 days 08:10:23
481,2023-02-04 19:19:36,2023-02-05 02:31:08,0 days 07:11:32
482,2023-02-05 14:43:49,2023-02-05 18:05:37,0 days 03:21:48
483,2023-02-08 13:56:53,2023-02-08 13:59:46,0 days 00:02:53
484,2023-02-08 14:04:30,2023-02-08 14:09:08,0 days 00:04:38
485,2023-02-08 20:51:22,2023-02-08 21:35:37,0 days 00:44:15
486,2023-02-09 13:24:14,2023-02-09 18:27:07,0 days 05:02:53
487,2023-02-09 18:43:16,2023-02-10 03:18:20,0 days 08:35:04
488,2023-02-10 22:38:26,2023-02-11 02:14:55,0 days 03:36:29
489,2023-02-11 15:21:03,2023-02-11 17:43:09,0 days 02:22:06
490,2023-02-11 17:54:17,2023-02-11 18:09:10,0 days 00:14:53
491,2023-02-11 18:20:58,2023-02-12 03:10:39,0 days 08:49:41
492,2023-02-12 10:00:39,2023-02-12 10:10:32,0 days 00:09:53
493,2023-02-12 11:56:42,2023-02-12 11:58:50,0 days 00:02:08
494,2023-02-12 16:05:31,2023-02-12 19:14:24,0 days 03:08:53
495,2023-02-17 02:17:32,2023-02-17 02:28:59,0 days 00:11:27
496,2023-02-17 20:26:22,2023-02-18 00:12:04,0 days 03:45:42
497,2023-02-21 03:10:47,2023-02-21 03:19:56,0 days 00:09:09
498,2023-02-24 00:28:32,2023-02-24 00:33:53,0 days 00:05:21
499,2023-02-24 14:55:46,2023-02-25 01:02:05,0 days 10:06:19
500,2023-02-25 14:45:55,2023-02-26 03:01:19,0 days 12:15:24
501,2023-02-26 22:04:15,2023-02-27 02:57:10,0 days 04:52:55
502,2023-02-27 14:56:21,2023-02-27 19:55:03,0 days 04:58:42
503,2023-02-27 22:31:37,2023-02-28 01:25:52,0 days 02:54:15
504,2023-02-28 17:51:20,2023-02-28 19:08:49,0 days 01:17:29
505,2023-02-28 20:15:29,2023-02-28 20:46:08,0 days 00:30:39
506,2023-03-02 16:47:20,2023-03-02 19:37:08,0 days 02:49:48
507,2023-03-02 21:12:28,2023-03-03 03:25:22,0 days 06:12:54
508,2023-03-03 20:18:08,2023-03-03 21:03:07,0 days 00:44:59
509,2023-03-07 18:54:13,2023-03-07 20:43:25,0 days 01:49:12
510,2023-03-08 14:36:55,2023-03-09 03:19:08,0 days 12:42:13
511,2023-03-09 14:47:15,2023-03-09 15:57:38,0 days 01:10:23
512,2023-03-09 17:44:58,2023-03-09 23:10:28,0 days 05:25:30
513,2023-03-10 21:09:46,2023-03-10 23:38:21,0 days 02:28:35
514,2023-03-11 00:39:38,2023-03-11 02:47:25,0 days 02:07:47
515,2023-03-12 01:06:14,2023-03-12 01:57:02,0 days 00:50:48
516,2023-03-12 17:21:27,2023-03-13 00:26:28,0 days 07:05:01
517,2023-03-14 16:51:04,2023-03-14 18:12:14,0 days 01:21:10
518,2023-03-14 23:22:16,2023-03-15 02:42:14,0 days 03:19:58
519,2023-03-15 16:25:36,2023-03-16 02:14:22,0 days 09:48:46
520,2023-03-16 16:19:28,2023-03-17 00:37:10,0 days 08:17:42
521,2023-03-22 18:08:02,2023-03-23 01:47:51,0 days 07:39:49
522,2023-03-25 21:52:05,2023-03-26 02:08:47,0 days 04:16:42
523,2023-03-26 19:48:31,2023-03-26 22:02:46,0 days 02:14:15
524,2023-03-28 14:56:03,2023-03-28 17:47:50,0 days 02:51:47
525,2023-03-28 18:40:46,2023-03-28 19:51:58,0 days 01:11:12
526,2023-03-28 22:24:16,2023-03-29 02:21:58,0 days 03:57:42
527,2023-03-31 22:27:17,2023-04-01 00:47:34,0 days 02:20:17
528,2023-04-01 00:58:56,2023-04-01 01:36:54,0 days 00:37:58
529,2023-04-01 18:19:23,2023-04-01 19:07:13,0 days 00:47:50
530,2023-04-01 21:22:14,2023-04-02 01:48:54,0 days 04:26:40
531,2023-04-02 15:41:30,2023-04-02 18:19:37,0 days 02:38:07
532,2023-04-02 20:28:45,2023-04-03 01:39:27,0 days 05:10:42
533,2023-04-03 17:03:22,2023-04-03 18:08:27,0 days 01:05:05
534,2023-04-03 19:21:54,2023-04-04 01:58:45,0 days 06:36:51
535,2023-04-04 15:52:51,2023-04-04 20:23:07,0 days 04:30:16
536,2023-04-09 21:52:47,2023-04-10 01:38:21,0 days 03:45:34
537,2023-04-10 21:58:58,2023-04-11 02:24:39,0 days 04:25:41
538,2023-04-11 17:49:27,2023-04-11 18:10:11,0 days 00:20:44
539,2023-04-11 19:17:04,2023-04-12 01:30:31,0 days 06:13:27
540,2023-04-13 17:29:26,2023-04-13 18:11:41,0 days 00:42:15
541,2023-04-13 18:34:54,2023-04-13 18:47:27,0 days 00:12:33
542,2023-04-13 19:10:04,2023-04-14 01:50:05,0 days 06:40:01
543,2023-04-14 15:59:47,2023-04-14 17:39:43,0 days 01:39:56
544,2023-04-15 17:22:14,2023-04-16 01:36:42,0 days 08:14:28
545,2023-04-16 15:53:45,2023-04-17 01:09:55,0 days 09:16:10
546,2023-04-17 17:44:34,2023-04-18 01:29:52,0 days 07:45:18
547,2023-04-18 18:09:05,2023-04-18 19:51:27,0 days 01:42:22
548,2023-04-18 20:29:22,2023-04-18 23:14:24,0 days 02:45:02
549,2023-04-19 17:13:42,2023-04-19 19:17:52,0 days 02:04:10
550,2023-04-22 00:02:56,2023-04-22 01:14:17,0 days 01:11:21
551,2023-04-22 16:45:08,2023-04-22 21:10:53,0 days 04:25:45
552,2023-04-23 16:46:02,2023-04-23 18:00:37,0 days 01:14:35
553,2023-04-23 19:28:43,2023-04-23 23:46:06,0 days 04:17:23
554,2023-04-24 18:58:19,2023-04-24 19:18:05,0 days 00:19:46
555,2023-04-24 21:07:14,2023-04-24 22:08:56,0 days 01:01:42
556,2023-04-24 22:25:33,2023-04-25 00:08:19,0 days 01:42:46
557,2023-04-25 22:49:01,2023-04-26 01:11:56,0 days 02:22:55
558,2023-04-26 18:48:27,2023-04-26 19:00:14,0 days 00:11:47
559,2023-04-26 19:06:45,2023-04-26 19:08:18,0 days 00:01:33
560,2023-04-26 19:21:15,2023-04-26 19:35:54,0 days 00:14:39
561,2023-04-26 20:17:13,2023-04-27 01:35:49,0 days 05:18:36
562,2023-04-27 16:55:45,2023-04-27 22:28:06,0 days 05:32:21
563,2023-04-27 22:30:28,2023-04-28 00:35:18,0 days 02:04:50
564,2023-04-28 16:56:29,2023-04-28 17:23:46,0 days 00:27:17
565,2023-05-03 18:36:19,2023-05-03 19:33:06,0 days 00:56:47
566,2023-05-04 17:26:52,2023-05-05 01:31:42,0 days 08:04:50
567,2023-05-05 21:36:10,2023-05-06 00:40:38,0 days 03:04:28
568,2023-05-06 17:53:38,2023-05-06 18:57:59,0 days 01:04:21
569,2023-05-15 20:06:09,2023-05-15 20:10:41,0 days 00:04:32
570,2023-05-15 20:25:28,2023-05-15 20:34:57,0 days 00:09:29
571,2023-05-15 20:53:45,2023-05-15 22:52:08,0 days 01:58:23
572,2023-05-15 22:57:47,2023-05-15 22:59:09,0 days 00:01:22
573,2023-05-15 23:07:27,2023-05-15 23:13:58,0 days 00:06:31
574,2023-05-15 23:37:55,2023-05-15 23:40:05,0 days 00:02:10
575,2023-05-22 22:37:44,2023-05-23 00:21:24,0 days 01:43:40
576,2023-05-24 18:21:32,2023-05-24 18:22:55,0 days 00:01:23
577,2023-05-24 19:12:41,2023-05-25 00:25:57,0 days 05:13:16
578,2023-05-26 22:43:05,2023-05-27 00:13:49,0 days 01:30:44
579,2023-05-27 16:45:56,2023-05-27 16:52:52,0 days 00:06:56
580,2023-05-27 19:00:49,2023-05-27 19:16:07,0 days 00:15:18
581,2023-05-27 19:39:43,2023-05-27 19:42:22,0 days 00:02:39
582,2023-05-27 19:51:05,2023-05-27 23:28:53,0 days 03:37:48
583,2023-05-30 21:50:11,2023-05-31 00:59:49,0 days 03:09:38
584,2023-06-01 00:01:03,2023-06-01 01:03:55,0 days 01:02:52
585,2023-06-02 00:19:39,2023-06-02 01:20:41,0 days 01:01:02
586,2023-06-03 00:40:39,2023-06-03 00:55:32,0 days 00:14:53
587,2023-06-11 22:48:31,2023-06-12 00:58:20,0 days 02:09:49
588,2023-06-14 17:53:04,2023-06-14 19:08:24,0 days 01:15:20
589,2023-06-14 19:21:07,2023-06-14 23:47:31,0 days 04:26:24
590,2023-06-18 22:06:04,2023-06-18 23:58:51,0 days 01:52:47
591,2023-06-21 19:15:23,2023-06-21 23:58:31,0 days 04:43:08
592,2023-06-22 23:01:58,2023-06-23 00:26:22,0 days 01:24:24
593,2023-06-23 20:27:50,2023-06-23 20:35:50,0 days 00:08:00
594,2023-06-23 22:36:23,2023-06-24 00:23:55,0 days 01:47:32
595,2023-06-24 17:14:33,2023-06-24 21:20:03,0 days 04:05:30
596,2023-06-24 23:44:33,2023-06-25 00:19:17,0 days 00:34:44
597,2023-06-25 17:52:39,2023-06-26 00:21:52,0 days 06:29:13
598,2023-06-26 19:19:15,2023-06-27 00:21:28,0 days 05:02:13
599,2023-06-29 19:48:13,2023-06-29 20:35:55,0 days 00:47:42
600,2023-07-02 22:58:51,2023-07-03 01:17:02,0 days 02:18:11
601,2023-07-03 20:17:23,2023-07-04 00:21:41,0 days 04:04:18
602,2023-07-04 17:13:55,2023-07-04 17:49:45,0 days 00:35:50
603,2023-07-04 20:47:09,2023-07-05 01:22:09,0 days 04:35:00
604,2023-07-05 16:37:58,2023-07-05 23:38:05,0 days 07:00:07
605,2023-07-06 20:34:01,2023-07-07 01:14:14,0 days 04:40:13
606,2023-07-11 17:13:29,2023-07-12 00:58:48,0 days 07:45:19
607,2023-07-12 21:33:44,2023-07-13 01:06:18,0 days 03:32:34
608,2023-07-13 18:00:21,2023-07-13 21:20:45,0 days 03:20:24
609,2023-07-14 17:25:42,2023-07-15 00:23:43,0 days 06:58:01
610,2023-07-16 19:05:23,2023-07-16 19:30:05,0 days 00:24:42
611,2023-07-16 21:28:31,2023-07-17 00:42:32,0 days 03:14:01
612,2023-07-17 23:27:09,2023-07-17 23:47:59,0 days 00:20:50
613,2023-07-18 00:00:56,2023-07-18 00:29:09,0 days 00:28:13
614,2023-07-18 19:12:10,2023-07-18 19:34:19,0 days 00:22:09
615,2023-07-18 21:13:13,2023-07-18 22:23:05,0 days 01:09:52
616,2023-07-22 22:18:58,2023-07-23 00:36:08,0 days 02:17:10
617,2023-07-25 22:56:20,2023-07-26 01:27:34,0 days 02:31:14
618,2023-07-26 20:11:34,2023-07-27 01:27:24,0 days 05:15:50
619,2023-07-27 15:47:26,2023-07-28 00:25:11,0 days 08:37:45
620,2023-07-28 23:18:01,2023-07-28 23:54:47,0 days 00:36:46
621,2023-07-30 19:14:22,2023-07-30 19:17:39,0 days 00:03:17
622,2023-07-31 23:09:33,2023-08-01 00:45:44,0 days 01:36:11
623,2023-08-01 20:40:16,2023-08-02 00:02:51,0 days 03:22:35
624,2023-08-02 18:53:55,2023-08-03 01:36:57,0 days 06:43:02
625,2023-08-04 17:41:52,2023-08-04 18:36:36,0 days 00:54:44
626,2023-08-04 18:57:33,2023-08-04 20:27:38,0 days 01:30:05
627,2023-08-05 20:30:17,2023-08-05 23:31:38,0 days 03:01:21
628,2023-08-05 23:36:38,2023-08-06 00:45:31,0 days 01:08:53
629,2023-08-06 17:43:44,2023-08-06 18:29:47,0 days 00:46:03
630,2023-08-06 19:13:51,2023-08-06 19:20:13,0 days 00:06:22
631,2023-08-06 20:21:19,2023-08-06 20:35:23,0 days 00:14:04
632,2023-08-06 20:53:11,2023-08-07 00:56:40,0 days 04:03:29
633,2023-08-07 16:04:26,2023-08-07 19:22:02,0 days 03:17:36
634,2023-08-07 21:07:17,2023-08-08 00:35:48,0 days 03:28:31
635,2023-08-08 18:15:32,2023-08-08 19:46:47,0 days 01:31:15
636,2023-08-08 21:04:14,2023-08-09 00:15:16,0 days 03:11:02
637,2023-08-10 20:23:37,2023-08-11 00:09:26,0 days 03:45:49
638,2023-08-11 18:00:28,2023-08-11 18:41:09,0 days 00:40:41
639,2023-08-15 18:17:46,2023-08-15 21:41:08,0 days 03:23:22
640,2023-08-15 23:04:56,2023-08-16 01:05:01,0 days 02:00:05
641,2023-08-16 20:07:39,2023-08-16 23:42:08,0 days 03:34:29
642,2023-08-16 23:57:07,2023-08-16 23:59:07,0 days 00:02:00
643,2023-08-17 17:47:20,2023-08-17 23:42:33,0 days 05:55:13
644,2023-08-18 17:28:23,2023-08-19 00:40:35,0 days 07:12:12
645,2023-08-19 17:19:20,2023-08-20 00:58:48,0 days 07:39:28
646,2023-08-20 17:17:19,2023-08-21 00:57:22,0 days 07:40:03
647,2023-08-21 17:43:04,2023-08-21 21:04:39,0 days 03:21:35
648,2023-08-21 21:39:05,2023-08-22 00:58:41,0 days 03:19:36
649,2023-08-22 18:14:38,2023-08-23 01:00:14,0 days 06:45:36
650,2023-08-25 18:12:50,2023-08-26 01:47:38,0 days 07:34:48
651,2023-08-26 17:56:34,2023-08-26 22:44:10,0 days 04:47:36
652,2023-08-26 23:53:34,2023-08-27 01:57:03,0 days 02:03:29
653,2023-08-27 16:18:05,2023-08-28 02:10:21,0 days 09:52:16
654,2023-08-28 16:40:46,2023-08-29 02:09:57,0 days 09:29:11
655,2023-08-29 22:54:07,2023-08-30 01:55:16,0 days 03:01:09
656,2023-08-30 16:20:23,2023-08-30 19:20:12,0 days 02:59:49
657,2023-08-30 21:10:40,2023-08-31 02:10:16,0 days 04:59:36
658,2023-08-31 16:26:38,2023-09-01 02:00:43,0 days 09:34:05
659,2023-09-01 17:44:41,2023-09-02 01:51:04,0 days 08:06:23
660,2023-09-02 18:04:51,2023-09-03 01:45:10,0 days 07:40:19
661,2023-09-04 21:05:45,2023-09-05 01:05:13,0 days 03:59:28
662,2023-09-05 22:08:22,2023-09-06 00:30:53,0 days 02:22:31
663,2023-09-06 01:10:12,2023-09-06 01:44:10,0 days 00:33:58
664,2023-09-10 16:33:06,2023-09-11 02:29:57,0 days 09:56:51
665,2023-09-11 18:41:27,2023-09-11 22:05:05,0 days 03:23:38
666,2023-09-13 23:20:31,2023-09-13 23:56:36,0 days 00:36:05
667,2023-09-14 16:48:47,2023-09-14 18:25:55,0 days 01:37:08
668,2023-09-14 18:27:58,2023-09-15 01:54:32,0 days 07:26:34
669,2023-09-15 18:49:22,2023-09-16 01:37:00,0 days 06:47:38
670,2023-09-17 20:09:46,2023-09-18 02:17:36,0 days 06:07:50
671,2023-09-19 19:02:35,2023-09-20 02:44:43,0 days 07:42:08
672,2023-09-20 15:26:51,2023-09-21 02:47:41,0 days 11:20:50
673,2023-09-21 15:15:55,2023-09-22 02:31:02,0 days 11:15:07
674,2023-09-22 15:10:56,2023-09-23 02:25:18,0 days 11:14:22
675,2023-09-23 15:41:13,2023-09-24 02:28:00,0 days 10:46:47
676,2023-09-24 16:48:02,2023-09-24 18:23:42,0 days 01:35:40
677,2023-09-24 19:13:42,2023-09-24 22:31:29,0 days 03:17:47
678,2023-09-24 22:50:59,2023-09-24 23:33:19,0 days 00:42:20
679,2023-09-24 23:55:27,2023-09-25 02:23:24,0 days 02:27:57
680,2023-09-27 22:50:44,2023-09-28 02:34:08,0 days 03:43:24
681,2023-09-28 20:26:44,2023-09-29 02:20:57,0 days 05:54:13
682,2023-09-29 17:09:10,2023-09-30 02:33:34,0 days 09:24:24
683,2023-09-30 16:07:24,2023-10-01 01:45:25,0 days 09:38:01
684,2023-10-01 19:21:38,2023-10-01 20:14:25,0 days 00:52:47
685,2023-10-05 18:49:12,2023-10-06 02:51:23,0 days 08:02:11
686,2023-10-06 15:45:16,2023-10-06 20:42:07,0 days 04:56:51
687,2023-10-07 17:14:50,2023-10-08 02:20:00,0 days 09:05:10
688,2023-10-08 14:42:08,2023-10-08 17:18:46,0 days 02:36:38
689,2023-10-08 18:33:47,2023-10-08 21:00:06,0 days 02:26:19
690,2023-10-12 14:15:41,2023-10-13 03:12:31,0 days 12:56:50
691,2023-10-13 14:58:30,2023-10-14 03:03:25,0 days 12:04:55
692,2023-10-14 15:20:45,2023-10-15 02:09:44,0 days 10:48:59
693,2023-10-15 15:03:15,2023-10-16 02:34:02,0 days 11:30:47
694,2023-10-16 15:52:39,2023-10-16 16:31:20,0 days 00:38:41
695,2023-10-19 15:13:30,2023-10-19 17:24:21,0 days 02:10:51
696,2023-10-19 18:35:17,2023-10-20 02:47:19,0 days 08:12:02
697,2023-10-20 15:23:32,2023-10-21 02:39:02,0 days 11:15:30
698,2023-10-22 00:30:20,2023-10-22 02:16:04,0 days 01:45:44
699,2023-10-22 14:06:48,2023-10-23 02:12:51,0 days 12:06:03
700,2023-10-23 14:08:46,2023-10-23 15:01:57,0 days 00:53:11
701,2023-10-23 15:46:14,2023-10-24 02:24:19,0 days 10:38:05
702,2023-10-24 19:58:31,2023-10-24 20:11:22,0 days 00:12:51
703,2023-10-24 20:24:50,2023-10-24 20:40:18,0 days 00:15:28
704,2023-10-24 20:53:41,2023-10-24 20:58:27,0 days 00:04:46
705,2023-10-24 21:58:26,2023-10-24 22:03:21,0 days 00:04:55
706,2023-10-24 23:10:27,2023-10-24 23:24:52,0 days 00:14:25
707,2023-10-24 23:57:03,2023-10-25 00:04:13,0 days 00:07:10
708,2023-10-25 17:31:11,2023-10-25 23:27:16,0 days 05:56:05
709,2023-10-27 14:20:10,2023-10-28 01:44:46,0 days 11:24:36
710,2023-10-28 15:57:27,2023-10-29 02:33:36,0 days 10:36:09
711,2023-10-30 17:46:31,2023-10-31 03:13:33,0 days 09:27:02
712,2023-10-31 14:38:27,2023-11-01 03:05:00,0 days 12:26:33
713,2023-11-01 15:02:51,2023-11-01 20:07:37,0 days 05:04:46
714,2023-11-01 20:23:09,2023-11-01 23:22:11,0 days 02:59:02
715,2023-11-03 23:30:32,2023-11-04 00:22:35,0 days 00:52:03
716,2023-11-04 14:50:22,2023-11-04 20:31:53,0 days 05:41:31
717,2023-11-04 21:03:07,2023-11-05 03:22:54,0 days 06:19:47
718,2023-11-05 13:58:02,2023-11-06 02:44:29,0 days 12:46:27
719,2023-11-06 16:01:39,2023-11-06 17:37:32,0 days 01:35:53
720,2023-11-06 17:48:38,2023-11-06 17:57:29,0 days 00:08:51
721,2023-11-07 20:51:38,2023-11-08 02:23:19,0 days 05:31:41
722,2023-11-08 14:24:27,2023-11-08 22:21:12,0 days 07:56:45
723,2023-11-10 01:16:54,2023-11-10 02:45:28,0 days 01:28:34
724,2023-11-10 14:49:20,2023-11-10 15:36:38,0 days 00:47:18
725,2023-11-10 15:45:00,2023-11-11 02:45:38,0 days 11:00:38
726,2023-11-11 15:05:28,2023-11-12 02:14:09,0 days 11:08:41
727,2023-11-12 14:58:32,2023-11-13 00:20:24,0 days 09:21:52
728,2023-11-13 20:02:28,2023-11-13 20:04:21,0 days 00:01:53
729,2023-11-13 22:52:39,2023-11-14 01:38:50,0 days 02:46:11
730,2023-11-14 23:45:56,2023-11-15 02:12:50,0 days 02:26:54
731,2023-11-17 16:04:15,2023-11-17 17:26:28,0 days 01:22:13
732,2023-11-17 22:04:04,2023-11-17 23:28:58,0 days 01:24:54
733,2023-11-24 18:35:29,2023-11-25 00:25:50,0 days 05:50:21
734,2023-11-26 13:40:39,2023-11-26 18:29:49,0 days 04:49:10
735,2023-11-26 20:16:52,2023-11-26 22:01:01,0 days 01:44:09
736,2023-11-28 12:45:15,2023-11-29 01:46:56,0 days 13:01:41
737,2023-11-30 15:13:31,2023-11-30 15:32:25,0 days 00:18:54
738,2023-11-30 18:54:10,2023-11-30 20:52:06,0 days 01:57:56
739,2023-11-30 23:48:14,2023-12-01 01:31:00,0 days 01:42:46
740,2023-12-01 02:16:34,2023-12-01 03:19:26,0 days 01:02:52
741,2023-12-01 14:07:25,2023-12-01 15:50:05,0 days 01:42:40
742,2023-12-02 13:14:07,2023-12-03 03:38:33,0 days 14:24:26
743,2023-12-03 17:44:45,2023-12-04 02:31:15,0 days 08:46:30
744,2023-12-04 13:12:40,2023-12-05 01:18:04,0 days 12:05:24
745,2023-12-07 15:58:14,2023-12-07 16:14:03,0 days 00:15:49
746,2023-12-07 17:26:18,2023-12-07 21:41:28,0 days 04:15:10
747,2023-12-08 13:52:04,2023-12-09 04:03:06,0 days 14:11:02
748,2023-12-09 20:09:10,2023-12-10 03:07:38,0 days 06:58:28
749,2023-12-10 20:37:11,2023-12-11 00:07:36,0 days 03:30:25
750,2023-12-11 01:10:16,2023-12-11 03:52:46,0 days 02:42:30
751,2023-12-11 13:32:19,2023-12-11 16:34:24,0 days 03:02:05
752,2023-12-12 14:12:28,2023-12-13 02:03:27,0 days 11:50:59
